Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	MP ID	Term
Igf2	current symbol	MGI:96434	Igf2	insulin-like growth factor 2	protein coding gene	MP:0001261	obese
Igf2	current symbol	MGI:96434	Igf2	insulin-like growth factor 2	protein coding gene	MP:0003052	omphalocele
Igf2	current symbol	MGI:96434	Igf2	insulin-like growth factor 2	protein coding gene	MP:0005491	pancreatic islet hyperplasia
Igf2	current symbol	MGI:96434	Igf2	insulin-like growth factor 2	protein coding gene	MP:0000562	polydactyly
Igf2	current symbol	MGI:96434	Igf2	insulin-like growth factor 2	protein coding gene	MP:0001732	postnatal growth retardation
Igf2	current symbol	MGI:96434	Igf2	insulin-like growth factor 2	protein coding gene	MP:0011085	postnatal lethality, complete penetrance
Igf2	current symbol	MGI:96434	Igf2	insulin-like growth factor 2	protein coding gene	MP:0010865	prenatal growth retardation
Igf2	current symbol	MGI:96434	Igf2	insulin-like growth factor 2	protein coding gene	MP:0004259	small placenta
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0000676	abnormal body water content
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0008271	abnormal bone ossification
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0005418	abnormal circulating hormone level
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0000428	abnormal craniofacial morphology
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0002088	abnormal embryonic growth/weight/body size
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0003126	abnormal external female genitalia morphology
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0000281	abnormal interventricular septum morphology
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001176	abnormal lung development
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001175	abnormal lung morphology
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0003172	abnormal lysosome physiology
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0002066	abnormal motor capabilities/coordination/movement
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0005329	abnormal myocardium layer morphology
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0002624	abnormal tricuspid valve morphology
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0009085	abnormal uterine horn morphology
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001120	abnormal uterus morphology
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0009097	absent endometrial glands
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0006138	congestive heart failure
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001575	cyanosis
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0009431	decreased fetal weight
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001935	decreased litter size
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0008770	decreased survivor rate
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0004937	dilated heart
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0002753	dilated heart left ventricle
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0002754	dilated heart right ventricle
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0009087	dilated uterine horn
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0002190	disorganized myocardium
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001785	edema
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0000274	enlarged heart
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0003068	enlarged kidney
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0000599	enlarged liver
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0004882	enlarged lung
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0004260	enlarged placenta
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0011873	enlarged uterine horn
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0004906	enlarged uterus
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001926	female infertility
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0003121	genetic imprinting
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0005378	growth/size/body region phenotype
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0009698	heart hemorrhage
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0000275	heart hyperplasia
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0005376	homeostasis/metabolism phenotype
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0011030	impaired branching involved in preterminal bronchiole morphogenesis
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0009702	increased birth body size
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0009673	increased birth weight
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001264	increased body size
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001260	increased body weight
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0005238	increased brain size
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001699	increased embryo size
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0004199	increased fetal size
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0009432	increased fetal weight
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0010563	increased heart right ventricle size
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0008772	increased heart ventricle size
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0002833	increased heart weight
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0009395	increased nucleated erythrocyte cell number
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0004920	increased placenta weight
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0000585	kinked tail
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0011109	lethality throughout fetal growth and development, incomplete penetrance
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0005370	liver/biliary system phenotype
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0005141	liver hyperplasia
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0003122	maternal imprinting
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0010768	mortality/aging
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0011087	neonatal lethality, complete penetrance
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0011088	neonatal lethality, incomplete penetrance
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0002169	no abnormal phenotype detected
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001435	no suckling reflex
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0011090	perinatal lethality, incomplete penetrance
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0000562	polydactyly
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0011085	postnatal lethality, complete penetrance
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0011086	postnatal lethality, incomplete penetrance
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0003416	premature bone ossification
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0011091	prenatal lethality, complete penetrance
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0011110	preweaning lethality, incomplete penetrance
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0004202	pulmonary hyperplasia
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001923	reduced female fertility
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001922	reduced male fertility
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0005389	reproductive system phenotype
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001954	respiratory distress
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001953	respiratory failure
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0004321	short sternum
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0000592	short tail
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0004320	split sternum
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0010724	thick interventricular septum
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0002953	thick ventricular wall
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0008258	thin endometrium
Igf2r	current symbol	MGI:96435	Igf2r	insulin-like growth factor 2 receptor	protein coding gene	MP:0001144	vagina atresia
Igfbp5	current symbol	MGI:96440	Igfbp5	insulin-like growth factor binding protein 5	protein coding gene	MP:0005378	growth/size/body region phenotype
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0001614	abnormal blood vessel morphology
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0000788	abnormal cerebral cortex morphology
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0004787	abnormal dorsal aorta morphology
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0002085	abnormal embryonic tissue morphology
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0006323	abnormal extraembryonic mesoderm development
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0002086	abnormal extraembryonic tissue morphology
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0006009	abnormal neuronal migration
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0005221	abnormal rostral-caudal axis patterning
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0003229	abnormal vitelline vasculature morphology
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0004073	caudal body truncation
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0005384	cellular phenotype
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0012183	decreased paraxial mesoderm size
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0003984	embryonic growth retardation
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0011098	embryonic lethality during organogenesis, complete penetrance
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0001701	incomplete embryo turning
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0001689	incomplete somite formation
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0003400	kinked neural tube
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0002169	no abnormal phenotype detected
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0003139	patent ductus arteriosus
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0011086	postnatal lethality, incomplete penetrance
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	MP:0012173	short rostral-caudal axis
Jph2	current symbol	MGI:1891496	Jph2	junctophilin 2	protein coding gene	MP:0001544	abnormal cardiovascular system physiology
Jph2	current symbol	MGI:1891496	Jph2	junctophilin 2	protein coding gene	MP:0000278	abnormal myocardial fiber morphology
Jph2	current symbol	MGI:1891496	Jph2	junctophilin 2	protein coding gene	MP:0011098	embryonic lethality during organogenesis, complete penetrance
Jph2	current symbol	MGI:1891496	Jph2	junctophilin 2	protein coding gene	MP:0001636	irregular heartbeat
Ldb3	synonym	MGI:894670	Ldb2	LIM domain binding 2	protein coding gene	MP:0002169	no abnormal phenotype detected
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0001544	abnormal cardiovascular system physiology
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0003921	abnormal heart left ventricle morphology
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0000266	abnormal heart morphology
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0003920	abnormal heart right ventricle morphology
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0005294	abnormal heart ventricle morphology
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0000278	abnormal myocardial fiber morphology
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0005329	abnormal myocardium layer morphology
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0000759	abnormal skeletal muscle morphology
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0004091	abnormal Z lines
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0010519	atrioventricular block
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0003141	cardiac fibrosis
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0001625	cardiac hypertrophy
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0005385	cardiovascular system phenotype
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0001575	cyanosis
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0001265	decreased body size
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0001262	decreased body weight
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0005140	decreased cardiac muscle contractility
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0002795	dilated cardiomyopathy
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0002753	dilated heart left ventricle
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0002754	dilated heart right ventricle
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0003158	dysphagia
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0000274	enlarged heart
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0010021	heart vascular congestion
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0001524	impaired limb coordination
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0010579	increased heart left ventricle size
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0010563	increased heart right ventricle size
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0002833	increased heart weight
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0004485	increased response of heart to induced stress
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0009403	increased variability of skeletal muscle fiber size
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0000747	muscle weakness
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0000751	myopathy
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0011088	neonatal lethality, incomplete penetrance
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0001732	postnatal growth retardation
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0011085	postnatal lethality, complete penetrance
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0011086	postnatal lethality, incomplete penetrance
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0002083	premature death
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0001954	respiratory distress
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0009413	skeletal muscle fiber atrophy
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0010725	thin interventricular septum
Ldb3	current symbol	MGI:1344412	Ldb3	LIM domain binding 3	protein coding gene	MP:0000280	thin ventricular wall
Lims1	current symbol	MGI:1195263	Lims1	LIM and senescent cell antigen-like domains 1	protein coding gene	MP:0000313	abnormal cell death
Lims1	current symbol	MGI:1195263	Lims1	LIM and senescent cell antigen-like domains 1	protein coding gene	MP:0003085	abnormal egg cylinder morphology
Lims1	current symbol	MGI:1195263	Lims1	LIM and senescent cell antigen-like domains 1	protein coding gene	MP:0011198	absent proamniotic cavity
Lims1	current symbol	MGI:1195263	Lims1	LIM and senescent cell antigen-like domains 1	protein coding gene	MP:0000343	altered response to myocardial infarction
Lims1	current symbol	MGI:1195263	Lims1	LIM and senescent cell antigen-like domains 1	protein coding gene	MP:0005385	cardiovascular system phenotype
Lims1	current symbol	MGI:1195263	Lims1	LIM and senescent cell antigen-like domains 1	protein coding gene	MP:0005140	decreased cardiac muscle contractility
Lims1	current symbol	MGI:1195263	Lims1	LIM and senescent cell antigen-like domains 1	protein coding gene	MP:0000352	decreased cell proliferation
Lims1	current symbol	MGI:1195263	Lims1	LIM and senescent cell antigen-like domains 1	protein coding gene	MP:0001698	decreased embryo size
Lims1	current symbol	MGI:1195263	Lims1	LIM and senescent cell antigen-like domains 1	protein coding gene	MP:0001730	embryonic growth arrest
Lims1	current symbol	MGI:1195263	Lims1	LIM and senescent cell antigen-like domains 1	protein coding gene	MP:0011094	embryonic lethality before implantation, complete penetrance
Lims1	current symbol	MGI:1195263	Lims1	LIM and senescent cell antigen-like domains 1	protein coding gene	MP:0011096	embryonic lethality between implantation and somite formation, complete penetrance
Lims1	current symbol	MGI:1195263	Lims1	LIM and senescent cell antigen-like domains 1	protein coding gene	MP:0003037	increased myocardial infarction size
Lims1	current symbol	MGI:1195263	Lims1	LIM and senescent cell antigen-like domains 1	protein coding gene	MP:0002169	no abnormal phenotype detected
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0005076	abnormal cell differentiation
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0003111	abnormal cell nucleus morphology
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0003840	abnormal coronal suture morphology
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0000438	abnormal cranium morphology
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0001176	abnormal lung development
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0001175	abnormal lung morphology
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0003871	abnormal myelin sheath morphology
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0006009	abnormal neuronal migration
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0004948	abnormal neuronal precursor proliferation
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0002882	abnormal neuron morphology
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0008917	abnormal oligodendrocyte physiology
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0012055	abnormal phrenic nerve innervation pattern to diaphragm
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0002270	abnormal pulmonary alveolus morphology
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0003843	abnormal sagittal suture morphology
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0001463	abnormal spatial learning
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0008414	abnormal spatial reference memory
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0008840	abnormal spike wave discharge
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0000790	abnormal stratification in cerebral cortex
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0003047	abnormal thoracic vertebrae morphology
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0001184	absent pulmonary alveoli
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0005405	axon degeneration
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0005386	behavior/neurological phenotype
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0003996	clonic seizures
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0001262	decreased body weight
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0000774	decreased brain size
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0000352	decreased cell proliferation
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0002966	decreased circulating alkaline phosphatase level
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0000195	decreased circulating calcium level
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0001698	decreased embryo size
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0004200	decreased fetal size
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0012089	decreased midbrain size
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0000060	delayed bone ossification
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0000921	demyelination
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0012174	flat head
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0010050	hypermyelination
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0001405	impaired coordination
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0006027	impaired lung alveolus development
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0005561	increased mean corpuscular hemoglobin
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0002906	increased susceptibility to pharmacologically induced seizures
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0000433	microcephaly
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0010768	mortality/aging
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0000743	muscle spasm
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0011087	neonatal lethality, complete penetrance
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0003631	nervous system phenotype
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0001953	respiratory failure
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0000161	scoliosis
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0002064	seizures
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0003382	straub tail
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0000761	thin diaphragm muscle
Lmnb1	current symbol	MGI:96795	Lmnb1	lamin B1	protein coding gene	MP:0000745	tremors
Lmo7	current symbol	MGI:1353586	Lmo7	LIM domain only 7	protein coding gene	MP:0006382	abnormal lung epithelium morphology
Lmo7	current symbol	MGI:1353586	Lmo7	LIM domain only 7	protein coding gene	MP:0003730	abnormal photoreceptor inner segment morphology
