gene_id	bundle_id	chr	left	right	FPKM	FPKM_conf_lo	FPKM_conf_hi		chr	left	right	FPKM	FPKM_avg
NM_026386	2714523	chr18	53336018	53380514	8.71265	7.7399	9.6854		chr18	53336018	53380514	9.13401	8.92333
NM_029394	2714551	chr18	53405315	53550479	3.71727	3.06014	4.37439		chr18	53405315	53550479	3.6399	3.678585
NM_008908	2714585	chr18	53565994	53577661	27.0602	24.9153	29.205		chr18	53565994	53577661	34.5404	30.8003
NM_001033281	2714623	chr18	53624199	53735511	0.798503	0.539435	1.05757		chr18	53624199	53735511	1.01616	0.9073315
NM_178686	2714743	chr18	53841376	53904201	5.8328	5.30363	6.36196		chr18	53841376	53904201	7.45011	6.641455
NM_152809	2714785	chr18	54021766	54115338	6.0188	5.47157	6.56604		chr18	54021766	54115338	6.73747	6.378135
NM_175751	2715275	chr18	55047700	55149834	5.59078	5.14352	6.03804		chr18	55047700	55149834	6.67399	6.132385
NM_026240	2716589	chr18	56591785	56663446	5.45506	4.77844	6.13167		chr18	56591785	56663446	6.41887	5.936965
NM_138600	2716635	chr18	56685389	56721952	5.52983	4.59417	6.46549		chr18	56685389	56721952	5.73434	5.632085
NM_001127338	2716635	chr18	56685389	56732593	1.06524	0.900012	1.23048		chr18	56685389	56732593	1.49645	1.280845
NM_001162989	2716635	chr18	56722222	56747366	3.4356	2.95609	3.91511		chr18	56722222	56747366	3.92633	3.680965
NM_019996	2716635	chr18	56732524	56747366	3.46126	2.97985	3.94266		chr18	56732524	56747366	4.40512	3.93319
NM_026099	2716641	chr18	56748001	56754433	0.0969068	0	0.290721		chr18	56748001	56754433	0.095637	0.0962719
NM_010721	2716895	chr18	56867466	56913079	26.6451	25.2139	28.0762		chr18	56867466	56913079	37.2771	31.9611
NM_177115	2716937	chr18	56921369	57085202	0.934814	0.593468	1.27616		chr18	56921369	57085202	0.891812	0.913313
NM_029909	2717015	chr18	57115486	57135033	2.3576	1.89523	2.81996		chr18	57115486	57135033	2.08061	2.219105
NM_001001979	2717067	chr18	57292743	57457121	0.421881	0.31109	0.532673		chr18	57292743	57457121	0.559923	0.490902
NM_028447	2717087	chr18	57514386	57552373	5.3472	4.85375	5.84065		chr18	57514386	57552373	7.31067	6.328935
NM_009194	2717193	chr18	58038331	58106474	4.70344	4.30628	5.1006		chr18	58038331	58106474	5.97394	5.33869
NM_010181	2717237	chr18	58168276	58369580	15.1069	14.5456	15.6683		chr18	58168276	58369580	23.305	19.20595
NM_001081072	2717385	chr18	58715893	58772523	0.3366	0.1683	0.5049		chr18	58715893	58772523	0.22838	0.28249
NM_025478	2717399	chr18	58819135	58839224	11.7286	10.7284	12.7289		chr18	58819135	58839224	13.5407	12.63465
NM_175506	2717503	chr18	58996417	59213332	5.57565	5.06453	6.08677		chr18	58996417	59213332	7.80304	6.689345
NM_001167927	2717575	chr18	59222034	59236612	0.182056	0.0103512	0.353762		chr18	59222034	59236612	0.417671	0.2998635
NM_001081328	2717623	chr18	59334993	59570990	0.0563168	0	0.112634		chr18	59334993	59570990	0.138947	0.0976319
NM_001033767	2717807	chr18	60371730	60407474	0.136479	0.0303288	0.242629		chr18	60371730	60407474	0.137002	0.1367405
NM_001101475	2717849	chr18	60452634	60460819	0.0396699	0	0.104476		chr18	60452634	60460819	0.130604	0.08513695
NM_001146275	2717873	chr18	60535682	60552281	0.438199	0.254383	0.622016		chr18	60535682	60552281	0.519245	0.478722
NM_021792	2717873	chr18	60535682	60552281	1.45246	0.818631	2.08628		chr18	60535682	60552281	1.84114	1.6468
NM_134133	2717927	chr18	60633844	60661637	1.89891	1.4417	2.35611		chr18	60633844	60661637	1.98266	1.940785
NM_026302	2717951	chr18	60685874	60718416	10.6323	9.84122	11.4235		chr18	60685874	60718416	12.2576	11.44495
NM_025776	2717971	chr18	60720439	60732383	7.05865	6.1971	7.9202		chr18	60720439	60732383	9.28824	8.173445
NM_133363	2717975	chr18	60733372	60751370	0.0321976	0	0.0777319		chr18	60733372	60751370	0.0158879	0.02404275
NM_177340	2717983	chr18	60753643	60783959	3.05562	2.69255	3.4187		chr18	60753643	60783959	4.48243	3.769025
NM_001109975	2717983	chr18	60759859	60769758	2.15735	1.91961	2.39509		chr18	60759859	60769758	3.01665	2.587
NM_008306	2718185	chr18	60845629	60873043	7.89408	7.36095	8.42721		chr18	60845629	60873043	11.7837	9.83889
NM_020600	2718565	chr18	60934249	60938199	203.905	195.257	212.554		chr18	60934249	60938199	144.557	174.231
NM_010545	2718587	chr18	60963502	60972306	0.501258	0.0519909	0.950525		chr18	60963502	60972306	0.168784	0.335021
NM_001042605	2718587	chr18	60963502	60972306	0.45515	0.0443351	0.865965		chr18	60963502	60972306	0.540271	0.4977105
NM_011552	2718591	chr18	60974195	61008562	3.22785	2.8085	3.64719		chr18	60974195	61008562	4.65616	3.942005
NM_001038499	2718617	chr18	61071893	61077422	0.126958	0	0.253916		chr18	61071893	61077422	0.313236	0.220097
NM_009792	2718629	chr18	61123207	61147806	18.5519	17.5771	19.5268		chr18	61123207	61147806	26.5514	22.55165
NM_008809	2718643	chr18	61204803	61244721	4.19261	3.781	4.60422		chr18	61204803	61244721	6.94929	5.57095
NM_001037859	2718681	chr18	61265225	61290793	3.56847	3.11978	4.01717		chr18	61265225	61290793	3.69161	3.63004
NM_178277	2718683	chr18	61290930	61336703	2.85183	1.16386	4.5398		chr18	61290930	61336703	2.27978	2.565805
NM_134134	2718683	chr18	61290930	61336704	0.725921	0.298298	1.15354		chr18	61290930	61336704	2.30748	1.5167005
NM_007885	2718735	chr18	61356507	61371250	1.62707	1.32362	1.93052		chr18	61356507	61371250	1.98275	1.80491
NM_146086	2718739	chr18	61380152	61449372	0.130194	0.0478521	0.212536		chr18	61380152	61449372	0.0899416	0.1100678
NM_133249	2718763	chr18	61457789	61560085	4.48486	3.96699	5.00272		chr18	61457789	61560085	5.80424	5.14455
NM_177828	2718863	chr18	61653447	61696190	0.0845013	0.00892104	0.160082		chr18	61653447	61696190	0.150109	0.11730515
NM_146087	2718873	chr18	61715235	61747953	59.2168	56.6808	61.7528		chr18	61715235	61747953	63.7061	61.46145
NM_019508	2719129	chr18	61847588	61852191	0.315928	0	0.631855		chr18	61847588	61852191	0.155894	0.235911
NM_172832	2719143	chr18	61856490	61867289	3.1704	2.58419	3.7566		chr18	61856490	61867289	4.10491	3.637655
NM_021296	2719171	chr18	61872077	61885985	2.54793	2.17689	2.91898		chr18	61872077	61885985	2.82839	2.68816
NR_029432	2719173	chr18	61886043	61887905	1.08606	0.728969	1.44316		chr18	61886043	61887905	1.30358	1.19482
NM_178928	2719189	chr18	61889915	61946316	16.5749	15.543	17.6068		chr18	61889915	61946316	20.5581	18.5665
NM_001164491	2719195	chr18	61959048	62071506	0.400364	0.0765825	0.724145		chr18	61959048	62071506	0.973032	0.686698
NM_172628	2719217	chr18	62112728	62175373	0.794551	0.598946	0.990156		chr18	62112728	62175373	0.760377	0.777464
NM_007420	2719323	chr18	62337469	62339613	0.305907	0.129292	0.482523		chr18	62337469	62339613	0.150949	0.228428
NM_134136	2719395	chr18	62663712	62708397	6.10183	5.55108	6.65257		chr18	62663712	62708397	7.81248	6.957155
NM_133237	2719459	chr18	63081980	63112849	3.08523	2.59434	3.57613		chr18	63081980	63112849	3.41095	3.24809
NM_028017	2719467	chr18	63137569	63159104	3.09222	2.6516	3.53285		chr18	63137569	63159104	3.98888	3.54055
NM_001039485	2719477	chr18	63169867	63546837	1.6381	1.45351	1.8227		chr18	63169867	63546837	2.43266	2.03538
NM_016792	2719557	chr18	63822454	63852013	17.8837	16.6474	19.1201		chr18	63822454	63852013	16.8059	17.3448
NM_001014981	2719575	chr18	63868348	64149411	1.64597	1.42094	1.871		chr18	63868348	64149411	2.05707	1.85152
NM_009182	2719655	chr18	64414012	64435798	0.0261093	0	0.0562577		chr18	64414012	64435798	0.00858905	0.017349175
NM_194268	2719679	chr18	64500017	64558142	0.0448966	0.0178229	0.0719702		chr18	64500017	64558142	0.0926445	0.06877055
NM_007998	2719753	chr18	64616203	64648720	13.3954	12.3907	14.4001		chr18	64616203	64648720	13.3872	13.3913
NM_027350	2719761	chr18	64659306	64676211	14.7141	13.6105	15.8178		chr18	64659306	64676211	18.1568	16.43545
NM_001001488	2719769	chr18	64688632	64820654	0.390396	0.275275	0.505518		chr18	64688632	64820654	0.607206	0.498801
NM_001114386	2719873	chr18	65047409	65377480	2.94953	2.02491	3.87415		chr18	65047409	65377480	4.30924	3.629385
NM_031881	2719873	chr18	65183180	65377480	1.42081	0.979724	1.8619		chr18	65183180	65377480	1.67396	1.547385
NM_001037294	2719947	chr18	65425187	65553542	10.9613	10.3861	11.5364		chr18	65425187	65553542	16.6545	13.8079
NM_172833	2719987	chr18	65590650	65638446	3.54146	3.14827	3.93465		chr18	65590650	65638446	3.79126	3.66636
NM_207255	2720117	chr18	65739883	65849088	5.87382	5.39035	6.35728		chr18	65739883	65849088	7.93672	6.90527
NM_177028	2720141	chr18	65857921	65911191	0.0318598	0	0.0769163		chr18	65857921	65911191	0.0157211	0.02379045
NM_025468	2720157	chr18	65960231	65977311	6.17536	4.85122	7.49949		chr18	65960231	65977311	6.58479	6.380075
NM_027400	2720211	chr18	66140392	66162289	12.5222	11.4629	13.5815		chr18	66140392	66162289	16.937	14.7296
NM_001172062	2720211	chr18	66143340	66162289	4.00655	3.75476	4.25834		chr18	66143340	66162289	3.53397	3.77026
NM_178793	2720227	chr18	66216509	66451492	0.199889	0.11265	0.287128		chr18	66216509	66451492	0.112726	0.1563075
NM_021451	2720329	chr18	66618257	66625212	0.411872	0.227677	0.596067		chr18	66618257	66625212	0.32518	0.368526
NM_010307	2720535	chr18	67293479	67386445	0.56977	0.420644	0.718895		chr18	67293479	67386445	0.899877	0.7348235
NM_172630	2720535	chr18	67385183	67405484	1.60338	1.32268	1.88408		chr18	67385183	67405484	2.25319	1.928285
NM_024190	2720535	chr18	67365012	67367541	6.44017	5.69403	7.18631		chr18	67365012	67367541	6.45178	6.445975
NM_053261	2720609	chr18	67448876	67478495	8.12339	6.99143	9.25536		chr18	67448876	67478495	9.80714	8.965265
NR_033214	2720615	chr18	67480862	67503757	0.979339	0.693637	1.26504		chr18	67480862	67503757	0.88425	0.9317945
NM_007702	2720615	chr18	67503217	67527448	0.563458	0.238146	0.888771		chr18	67503217	67527448	0.834112	0.698785
NM_026473	2720625	chr18	67550384	67562403	17.0379	15.5764	18.4993		chr18	67550384	67562403	21.5209	19.2794
NM_027130	2720641	chr18	67564417	67608790	10.7416	9.86532	11.618		chr18	67564417	67608790	14.0845	12.41305
NM_144867	2720649	chr18	67624502	67640235	0.100887	0	0.201774		chr18	67624502	67640235	0.0995648	0.1002259
NM_194355	2720665	chr18	67647862	67712375	1.12938	0.90789	1.35087		chr18	67647862	67712375	0.550789	0.8400845
NM_001081073	2720803	chr18	67777050	67800990	1.60993	1.31252	1.90735		chr18	67777050	67800990	2.57564	2.092785
NM_134138	2720807	chr18	67801252	67813816	12.2317	10.6426	13.8207		chr18	67801252	67813816	14.0578	13.14475
NM_008977	2720835	chr18	67825154	67884275	6.17066	5.52684	6.81449		chr18	67825154	67884275	6.48324	6.32695
NM_001127177	2720835	chr18	67825154	67884275	1.62914	1.44306	1.81522		chr18	67825154	67884275	1.72809	1.678615
NM_001039088	2721015	chr18	67934529	67955141	10.1656	9.2272	11.104		chr18	67934529	67955141	11.4401	10.80285
NM_028112	2721015	chr18	67934529	67952247	1.90693	1.78406	2.0298		chr18	67934529	67952247	1.99587	1.9514
NM_027556	2721045	chr18	67959760	68044822	3.86391	3.5408	4.18703		chr18	67959760	68044822	5.0266	4.445255
NM_172631	2721093	chr18	68092910	68415203	3.71602	3.14517	4.28687		chr18	68092910	68415203	4.47871	4.097365
NM_153794	2721113	chr18	68419838	68459987	6.47285	6.08997	6.85573		chr18	68419838	68459987	7.32005	6.89645
NM_026440	2721115	chr18	68460008	68484506	3.0449	2.68032	3.40949		chr18	68460008	68484506	2.90807	2.976485
NM_013596	2721137	chr18	68497256	68499365	0.0470357	0	0.141107		chr18	68497256	68499365	0.0464193	0.0467275
NM_013685	2721421	chr18	69504145	69847621	2.82262	2.39614	3.2491		chr18	69504145	69847621	3.50809	3.165355
NM_001083967	2721421	chr18	69505374	69847621	8.75819	7.3993	10.1171		chr18	69505374	69847621	11.9399	10.349045
NM_201362	2721505	chr18	70085212	70129138	0.358396	0.131727	0.585066		chr18	70085212	70129138	0.42444	0.391418
NM_030554	2721511	chr18	70138784	70213023	0.415184	0.301124	0.529244		chr18	70138784	70213023	0.471592	0.443388
NM_172967	2721579	chr18	70612793	70632134	3.74549	3.14764	4.34333		chr18	70612793	70632134	4.30855	4.02702
NM_029019	2721581	chr18	70632198	70660717	0.175011	0.00981281	0.340209		chr18	70632198	70660717	0.307328	0.2411695
NM_001136090	2721601	chr18	70668334	70689792	0.738732	0.402928	1.07454		chr18	70668334	70689792	0.992842	0.865787
NM_011972	2721601	chr18	70668334	70689975	1.25642	0.676285	1.83656		chr18	70668334	70689975	1.01438	1.1354
NM_010773	2721629	chr18	70727945	70785785	14.8604	13.5352	16.1856		chr18	70727945	70785785	17.1731	16.01675
NM_007831	2721865	chr18	71413285	72510723	0.354665	0.268007	0.441323		chr18	71413285	72510723	0.407483	0.381074
NM_001039214	2722193	chr18	73732358	73752232	6.21493	5.63785	6.792		chr18	73732358	73752232	7.36792	6.791425
NM_008540	2722281	chr18	73798666	73863395	10.8787	10.035	11.7225		chr18	73798666	73863395	14.183	12.53085
NM_053255	2722293	chr18	73894691	73914133	0.918058	0.717121	1.11899		chr18	73894691	73914133	0.911466	0.914762
NM_145494	2722361	chr18	73929693	73975046	5.12047	4.4452	5.79574		chr18	73929693	73975046	5.82236	5.471415
NM_172632	2722401	chr18	74088140	74224603	0.156463	0.0703513	0.242574		chr18	74088140	74224603	0.128622	0.1425425
NM_001164355	2722445	chr18	74354953	74367472	2.81253	2.3266	3.29846		chr18	74354953	74367472	2.56854	2.690535
NM_028868	2722455	chr18	74375865	74381145	7.05542	6.27568	7.83516		chr18	74375865	74381145	9.35486	8.20514
NM_013594	2722485	chr18	74427941	74442338	4.99099	4.35196	5.63002		chr18	74427941	74442338	5.12746	5.059225
NR_029424	2722489	chr18	74442753	74519638	0.129638	0.0136863	0.24559		chr18	74442753	74519638	0.0767636	0.1032008
NM_201600	2722527	chr18	74602272	74931131	0.189119	0.110251	0.267987		chr18	74602272	74931131	0.129837	0.159478
NR_028560	2722569	chr18	74938047	74938109	84.1441	66.919	101.369		chr18	74938047	74938109	56.5306	70.33735
NM_177470	2722573	chr18	74938865	74965861	45.364	42.7927	47.9354		chr18	74938865	74965861	52.357	48.8605
NM_010720	2722663	chr18	75098975	75120917	0.0432972	0	0.0932924		chr18	75098975	75120917	0.0142433	0.02877025
NM_001002239	2722681	chr18	75160130	75163035	1.81075	1.09605	2.52546		chr18	75160130	75163035	1.4591	1.634925
NM_001001181	2722695	chr18	75165553	75169587	12.0773	10.4892	13.6653		chr18	75165553	75169587	12.9487	12.513
NM_027727	2722709	chr18	75178425	75446620	5.0652	4.39576	5.73463		chr18	75178425	75446620	7.20354	6.13437
NM_001042660	2722835	chr18	75527018	75555588	3.98276	3.53997	4.42555		chr18	75527018	75555588	5.00436	4.49356
NM_201354	2722913	chr18	75590870	75857350	1.96749	1.70367	2.23131		chr18	75590870	75857350	2.72292	2.345205
NM_145356	2722963	chr18	75979831	76308218	0.597719	0.428659	0.76678		chr18	75979831	76308218	0.45074	0.5242295
NM_010754	2723087	chr18	76401578	76465385	9.94329	9.01304	10.8735		chr18	76401578	76465385	12.7762	11.359745
NM_025409	2723311	chr18	77168765	77180351	9.9554	8.70498	11.2058		chr18	77168765	77180351	9.70375	9.829575
NM_029826	2723319	chr18	77182853	77210910	3.94428	2.5871	5.30146		chr18	77182853	77210910	6.77396	5.35912
NM_001039201	2723319	chr18	77183156	77210910	3.78122	2.4913	5.07115		chr18	77183156	77210910	2.9497	3.36546
NM_027721	2723375	chr18	77231938	77286035	0.653383	0.361181	0.945584		chr18	77231938	77286035	0.386892	0.5201375
NM_001164169	2723403	chr18	77303946	77385676	2.72367	1.58559	3.86174		chr18	77303946	77385676	2.5362	2.629935
NM_008602	2723403	chr18	77303946	77394447	3.06011	0.0110284	6.1092		chr18	77303946	77394447	3.43129	3.2457
NM_001164170	2723403	chr18	77304418	77385676	2.7172	1.57483	3.85957		chr18	77304418	77385676	2.56543	2.641315
NM_001164168	2723403	chr18	77304418	77394447	2.8606	0.00231027	5.71888		chr18	77304418	77394447	3.32556	3.09308
NM_001039252	2723505	chr18	77423007	77425102	0.0521771	0	0.11183		chr18	77423007	77425102	0.0514933	0.0518352
NM_153124	2723505	chr18	77424585	77494188	0.02741	0	0.0554563		chr18	77424585	77494188	0.135254	0.081332
NM_001164504	2723531	chr18	77694849	77803875	0.482972	0.362697	0.603247		chr18	77694849	77803875	0.472957	0.4779645
NM_178670	2723613	chr18	77872019	77952749	4.18951	3.67185	4.70716		chr18	77872019	77952749	4.65538	4.422445
NR_027978	2723615	chr18	77952922	77954184	0.0433086	0	0.129926		chr18	77952922	77954184	0.170964	0.1071363
NM_146089	2723695	chr18	77996305	78006519	10.9964	9.44901	12.5438		chr18	77996305	78006519	12.088	11.5422
NM_007505	2723723	chr18	78012506	78021607	284.755	279.694	289.815		chr18	78012506	78021607	364.976	324.8655
NM_013831	2723753	chr18	78033288	78121618	0.265787	0.105511	0.426063		chr18	78033288	78121618	0.190767	0.228277
NM_001171011	2724259	chr18	78296830	78338858	0.0758261	0.00800518	0.143647		chr18	78296830	78338858	0.0149665	0.0453963
NM_053099	2724315	chr18	78947118	79306130	1.92747	1.7217	2.13323		chr18	78947118	79306130	2.4387	2.183085
NM_053117	2724709	chr18	80243633	80316379	3.85177	3.33416	4.36938		chr18	80243633	80316379	3.72409	3.78793
NM_175028	2724745	chr18	80323873	80348221	3.78461	3.34013	4.22909		chr18	80323873	80348221	4.55288	4.168745
NM_199197	2724807	chr18	80389002	80397358	5.6329	4.67389	6.59191		chr18	80389002	80397358	6.4856	6.05925
NM_025299	2724811	chr18	80403536	80422590	2.87224	2.70997	3.0345		chr18	80403536	80422590	3.06773	2.969985
NM_001042408	2724811	chr18	80403605	80409471	17.8306	16.4041	19.257		chr18	80403605	80409471	18.8944	18.3625
NM_001136181	2724827	chr18	80426496	80443841	0.524273	0.221584	0.826962		chr18	80426496	80443841	0.991689	0.757981
NM_001164420	2724851	chr18	80451983	80489463	2.09163	1.2608	2.92247		chr18	80451983	80489463	1.64072	1.866175
NM_001164423	2724851	chr18	80453044	80471885	1.20355	1.10528	1.30183		chr18	80453044	80471885	0.753228	0.978389
NM_001164421	2724851	chr18	80453044	80489463	5.25078	3.17757	7.32398		chr18	80453044	80489463	4.65611	4.953445
NM_026295	2725267	chr18	80604697	80666406	2.59558	2.20316	2.98799		chr18	80604697	80666406	3.52031	3.057945
NM_198429	2725323	chr18	80802943	80909810	1.73329	0.876067	2.59052		chr18	80802943	80909810	0.499044	1.116167
NM_001164110	2725323	chr18	80802943	80909810	0.492972	0.448624	0.537321		chr18	80802943	80909810	1.24086	0.866916
NM_001164111	2725323	chr18	80802943	80904912	0.351425	0.21142	0.491431		chr18	80802943	80904912	0.48485	0.4181375
NM_001164109	2725323	chr18	80844173	80909810	0.689171	0.271163	1.10718		chr18	80844173	80909810	1.49136	1.0902655
NM_016791	2725323	chr18	80844173	80904912	2.105	1.07266	3.13735		chr18	80844173	80904912	1.50661	1.805805
NM_015805	2725373	chr18	80931815	81130797	4.53115	4.06002	5.00228		chr18	80931815	81130797	5.01564	4.773395
NM_178280	2725389	chr18	81163112	81183317	0.452288	0.332474	0.572102		chr18	81163112	81183317	0.51684	0.484564
NM_001025245	2725625	chr18	82644514	82728095	1.00686	0.787216	1.22651		chr18	82644514	82728095	0.986387	0.9966235
NM_177832	2725639	chr18	82762988	82862126	2.77806	2.52485	3.03126		chr18	82762988	82862126	3.42493	3.101495
NR_033307	2725831	chr18	83087796	83089952	1.21826	0.698791	1.73772		chr18	83087796	83089952	0.710446	0.964353
NM_183033	2726097	chr18	83125010	83172107	4.51294	4.06499	4.96089		chr18	83125010	83172107	5.28752	4.90023
NM_001081300	2726507	chr18	84181018	84255954	4.51701	4.10488	4.92914		chr18	84181018	84255954	5.75204	5.134525
NM_146090	2726523	chr18	84257549	84266906	11.8823	10.9979	12.7668		chr18	84257549	84266906	14.0655	12.9739
NM_001033341	2726595	chr18	84377095	84758896	3.07636	2.78469	3.36802		chr18	84377095	84758896	2.70856	2.89246
NM_023149	2726653	chr18	84836860	84855025	5.06272	4.32811	5.79732		chr18	84836860	84855025	6.67938	5.87105
NM_173770	2726689	chr18	84889633	84909828	0.101543	0	0.203086		chr18	84889633	84909828	0.0751592	0.0883511
NM_025797	2726763	chr18	85020805	85049255	23.7886	21.1536	26.4237		chr18	85020805	85049255	20.1642	21.9764
NM_025969	2726797	chr18	85116685	85120916	7.873	6.72892	9.01707		chr18	85116685	85120916	7.8925	7.88275
NM_144946	2727145	chr18	86564343	86671289	0.0464362	0	0.100056		chr18	86564343	86671289	0.0305518	0.038494
NM_018821	2727843	chr18	89037271	89063599	3.58013	3.08633	4.07392		chr18	89037271	89063599	3.46802	3.524075
NM_175542	2727885	chr18	89141181	89300406	1.54139	1.32608	1.7567		chr18	89141181	89300406	1.63992	1.590655
NM_198295	2728197	chr18	90679545	90712659	6.90452	6.33236	7.47668		chr18	90679545	90712659	7.43403	7.169275
NM_009212	2728617	chr19	3259075	3283010	0.786127	0.610343	0.96191		chr19	3259075	3283010	0.882501	0.834314
NM_172252	2728619	chr19	3283046	3292837	4.76157	3.73718	5.78596		chr19	3283046	3292837	4.94405	4.85281
NM_013495	2728661	chr19	3323300	3385733	6.81128	6.22288	7.39969		chr19	3323300	3385733	10.6976	8.75444
NM_001039657	2728683	chr19	3388868	3407785	0.234263	0.102318	0.366208		chr19	3388868	3407785	0.210457	0.22236
NM_001039658	2728683	chr19	3388868	3398168	0.152199	0.071954	0.232443		chr19	3388868	3398168	0.0393845	0.09579175
NM_010253	2728693	chr19	3409916	3414457	1.32925	0.684467	1.97402		chr19	3409916	3414457	0.694497	1.0118735
NM_001164159	2728767	chr19	3454927	3575749	4.37638	3.02118	5.73158		chr19	3454927	3575749	8.8759	6.62614
NM_028999	2728767	chr19	3454927	3575749	8.85602	5.79468	11.9174		chr19	3454927	3575749	11.016	9.93601
NM_008513	2728781	chr19	3584824	3686564	3.82016	3.41832	4.22201		chr19	3584824	3686564	5.26884	4.5445
NM_028077	2728805	chr19	3708332	3717881	4.03672	3.35194	4.7215		chr19	3708332	3717881	3.98382	4.01027
NM_001167886	2728887	chr19	3767420	3818302	2.29458	0.663677	3.92549		chr19	3767420	3818302	5.66145	3.978015
NM_001167889	2728887	chr19	3767420	3808829	1.3925	1.30526	1.47975		chr19	3767420	3808829	1.51446	1.45348
NM_001167884	2728887	chr19	3767420	3806324	1.39702	1.32078	1.47327		chr19	3767420	3806324	1.22324	1.31013
NM_013490	2728967	chr19	3851772	3894367	2.924	2.49591	3.35209		chr19	3851772	3894367	4.03707	3.480535
NM_001025566	2728967	chr19	3851772	3867549	1.16399	1.01591	1.31207		chr19	3851772	3867549	0.876521	1.0202555
NM_016921	2728977	chr19	3896049	3905230	1.94415	1.26471	2.62359		chr19	3896049	3905230	0.604093	1.2741215
NM_001167784	2728977	chr19	3896049	3906983	0.674417	0.450302	0.898533		chr19	3896049	3906983	0.327592	0.5010045
NM_144870	2728989	chr19	3908869	3912717	37.0613	34.1606	39.9619		chr19	3908869	3912717	33.719	35.39015
NM_026316	2728993	chr19	3913490	3929716	0.36407	0.155632	0.572508		chr19	3913490	3929716	0.394868	0.379469
NM_019449	2728999	chr19	3935185	3949339	1.41014	0.581188	2.2391		chr19	3935185	3949339	1.455	1.43257
NM_001161428	2728999	chr19	3935185	3949339	0.454638	0.193994	0.715282		chr19	3935185	3949339	0.701731	0.5781845
NM_027857	2729015	chr19	3986660	3990005	1.38158	0.933296	1.82987		chr19	3986660	3990005	1.9376	1.65959
NM_011533	2729021	chr19	3992751	3999512	0.0674343	0	0.162801		chr19	3992751	3999512	0.0998259	0.0836301
NM_025529	2729031	chr19	4000579	4002102	9.80461	8.15321	11.456		chr19	4000579	4002102	9.882	9.843305
NM_021791	2729037	chr19	4003384	4007005	16.1971	14.605	17.7892		chr19	4003384	4007005	17.4135	16.8053
NM_133666	2729041	chr19	4007504	4012725	41.9303	39.5155	44.3452		chr19	4007504	4012725	54.8314	48.38085
NM_013541	2729061	chr19	4035410	4037912	16.2181	14.0351	18.4011		chr19	4035410	4037912	17.7548	16.98645
NM_181796	2729067	chr19	4040287	4042221	8.96929	7.3545	10.5841		chr19	4040287	4042221	9.52443	9.24686
NM_144869	2729077	chr19	4057486	4059294	0.0166535	0	0.0900959		chr19	4057486	4059294	0.0493057	0.0329796
NM_026373	2729135	chr19	4097350	4099017	5.69953	4.53001	6.86904		chr19	4097350	4099017	7.46031	6.57992
NM_001136078	2729137	chr19	4100116	4113964	2.14116	1.58674	2.69559		chr19	4100116	4113964	2.69039	2.415775
NM_008851	2729137	chr19	4100621	4113961	0.393149	0.301179	0.48512		chr19	4100621	4113961	0.648489	0.520819
NM_016666	2729139	chr19	4114445	4125827	12.7491	11.3106	14.1876		chr19	4114445	4125827	13.9754	13.36225
NM_025889	2729141	chr19	4125959	4132307	7.24294	3.21147	11.2744		chr19	4125959	4132307	5.75505	6.498995
NM_001078649	2729141	chr19	4125959	4132307	6.54562	2.90334	10.1879		chr19	4125959	4132307	5.32422	5.93492
NM_144532	2729155	chr19	4135422	4139609	0.133266	0	0.275854		chr19	4135422	4139609	0.150206	0.141736
NM_011778	2729161	chr19	4148662	4154035	13.5296	12.2631	14.7961		chr19	4148662	4154035	15.9262	14.7279
NM_016933	2729167	chr19	4154645	4156710	0.387627	0.071131	0.704124		chr19	4154645	4156710	0.063758	0.2256925
NM_021485	2729167	chr19	4156976	4163245	5.93842	5.00529	6.87155		chr19	4156976	4163245	6.15002	6.04422
NM_134148	2729169	chr19	4164325	4175479	1.10248	0.855958	1.349		chr19	4164325	4175479	1.23764	1.17006
NM_178650	2729205	chr19	4184356	4191047	0.124288	0	0.248575		chr19	4184356	4191047	0.337312	0.2308
NM_031868	2729211	chr19	4192173	4195419	93.7315	89.7073	97.7556		chr19	4192173	4195419	96.1626	94.94705
NM_011237	2729211	chr19	4195197	4201603	3.87858	3.79238	3.96478		chr19	4195197	4201603	4.34418	4.11138
NM_019952	2729245	chr19	4214391	4222615	0.400896	0.0735658	0.728226		chr19	4214391	4222615	0.461583	0.4312395
NM_027196	2729267	chr19	4231898	4233633	5.09398	3.98894	6.19903		chr19	4231898	4233633	5.14552	5.11975
NM_198113	2729325	chr19	4261667	4269172	1.24217	0.926658	1.55768		chr19	4261667	4269172	1.5818	1.411985
NM_026720	2729333	chr19	4270179	4283137	0.306336	0.129473	0.483199		chr19	4270179	4283137	0.277128	0.291732
NM_130863	2729349	chr19	4286000	4305955	7.40305	6.68986	8.11623		chr19	4286000	4305955	8.98422	8.193635
NM_001001984	2729395	chr19	4316146	4397077	9.89066	9.3451	10.4362		chr19	4316146	4397077	12.6737	11.28218
NM_007485	2729565	chr19	4425456	4439424	3.47213	2.71892	4.22534		chr19	4425456	4439424	3.22507	3.3486
NM_134164	2729599	chr19	4445907	4477143	0.437071	0.266312	0.607831		chr19	4445907	4477143	0.332584	0.3848275
NM_001162946	2729635	chr19	4510471	4621752	1.04093	0.806703	1.27516		chr19	4510471	4621752	1.83352	1.437225
NM_153388	2729635	chr19	4611784	4615667	4.08324	3.53014	4.63634		chr19	4611784	4615667	5.5455	4.81437
